interactive0,63.0,99.0
batch0,0.75,0.87
batch1,0.0,0.0
batch2,0.0,0.0
batch3,0.0,0.0
batch4,0.0,0.0
batch5,0.0,0.0
batch6,0.0,0.0
batch7,0.0,0.0
batch8,0.0,0.0
batch9,0.0,0.0
batch10,0.0,0.0
batch11,0.0,0.0
batch12,0.0,0.0
batch13,0.0,0.0
batch14,0.0,0.0
batch15,0.0,0.0
batch16,0.0,0.0
batch17,0.0,0.0
batch18,0.0,0.0
batch19,0.0,0.0
batch20,0.0,0.0
batch21,0.0,0.0
batch22,0.0,0.0
batch23,0.0,0.0
batch24,0.0,0.0
batch25,0.0,0.0
batch26,0.0,0.0
batch27,0.0,0.0
batch28,0.0,0.0
batch29,0.0,0.0
batch30,0.0,0.0
batch31,0.0,0.0
interactive0,63.0,99.0
batch0,0.75,0.87
batch1,0.0,0.0
batch2,0.0,0.0
batch3,0.0,0.0
batch4,0.0,0.0
batch5,0.0,0.0
batch6,0.0,0.0
batch7,0.0,0.0
batch8,0.0,0.0
batch9,0.0,0.0
batch10,0.0,0.0
batch11,0.0,0.0
batch12,0.0,0.0
batch13,0.0,0.0
batch14,0.0,0.0
batch15,0.0,0.0
batch16,0.0,0.0
batch17,0.0,0.0
batch18,0.0,0.0
batch19,0.0,0.0
batch20,0.0,0.0
batch21,0.0,0.0
batch22,0.0,0.0
batch23,0.0,0.0
batch24,0.0,0.0
batch25,0.0,0.0
batch26,0.0,0.0
batch27,0.0,0.0
batch28,0.0,0.0
batch29,0.0,0.0
batch30,0.0,0.0
batch31,0.0,0.0
interactive0,63.0,99.0
batch0,0.75,0.87
batch1,0.0,0.0
batch2,0.0,0.0
batch3,0.0,0.0
batch4,0.0,0.0
batch5,0.0,0.0
batch6,0.0,0.0
batch7,0.0,0.0
batch8,0.0,0.0
batch9,0.0,0.0
batch10,0.0,0.0
batch11,0.0,0.0
batch12,0.0,0.0
batch13,0.0,0.0
batch14,0.0,0.0
batch15,0.0,0.0
batch16,0.0,0.0
batch17,0.0,0.0
batch18,0.0,0.0
batch19,0.0,0.0
batch20,0.0,0.0
batch21,0.0,0.0
batch22,0.0,0.0
batch23,0.0,0.0
batch24,0.0,0.0
batch25,0.0,0.0
batch26,0.0,0.0
batch27,0.0,0.0
batch28,0.0,0.0
batch29,0.0,0.0
batch30,0.0,0.0
batch31,0.0,0.0
interactive0,63.0,99.0
batch0,0.75,0.87
batch1,0.0,0.0
batch2,0.0,0.0
batch3,0.0,0.0
batch4,0.0,0.0
batch5,0.0,0.0
batch6,0.0,0.0
batch7,0.0,0.0
batch8,0.0,0.0
batch9,0.0,0.0
batch10,0.0,0.0
batch11,0.0,0.0
batch12,0.0,0.0
batch13,0.0,0.0
batch14,0.0,0.0
batch15,0.0,0.0
batch16,0.0,0.0
